index,state,Day,Month,Year,order_date,revenue
3183,Nevada,Sunday,November,2014,11/30/2014,482
3184,Alaska,Tuesday,September,2014,9/9/2014,562
3185,Nebraska,Thursday,July,2014,7/3/2014,821
3186,Arkansas,Wednesday,October,2014,10/15/2014,1318
3187,Georgia,Thursday,July,2014,7/31/2014,1379
3188,Alaska,Thursday,July,2014,7/31/2014,521
3189,New Mexico,Friday,August,2014,8/8/2014,1210
3190,Nebraska,Tuesday,June,2014,6/17/2014,770
3191,Oregon,Wednesday,January,2014,1/22/2014,670
3192,Missouri,Saturday,February,2014,2/22/2014,1202
3193,Illinois,Sunday,February,2014,2/23/2014,1645
3194,Alaska,Monday,December,2014,12/8/2014,586
3195,Illinois,Saturday,June,2014,6/21/2014,1475
3196,Nebraska,Saturday,May,2014,5/17/2014,820
3197,New York,Wednesday,April,2014,4/9/2014,711
3198,Ohio,Saturday,June,2014,6/21/2014,786
3199,Georgia,Thursday,September,2014,9/25/2014,1285
3200,Maine,Saturday,March,2014,3/29/2014,558
3201,Nevada,Wednesday,February,2014,2/5/2014,516
3202,Kansas,Sunday,October,2014,10/26/2014,986
3203,New York,Thursday,January,2014,1/16/2014,956
3204,Texas,Tuesday,March,2014,3/4/2014,1310
3205,Mississippi,Wednesday,January,2014,1/22/2014,901
3206,Texas,Sunday,November,2014,11/30/2014,1172
3207,Oregon,Monday,November,2014,11/17/2014,564
3208,Missouri,Monday,August,2014,8/11/2014,1043
3209,Ohio,Thursday,January,2014,1/2/2014,758
3210,Nebraska,Thursday,May,2014,5/15/2014,809
3211,Idaho,Friday,November,2014,11/7/2014,1280
3212,Montana,Sunday,December,2014,12/7/2014,909
3213,Iowa,Saturday,August,2014,8/9/2014,1060
3214,California,Tuesday,May,2014,5/20/2014,527
3215,Nebraska,Monday,January,2014,1/20/2014,785
3216,Florida,Saturday,August,2014,8/23/2014,846
3217,Florida,Friday,November,2014,11/14/2014,882
3218,Missouri,Tuesday,December,2014,12/23/2014,1001
3219,Mississippi,Wednesday,July,2014,7/16/2014,595
3220,New York,Wednesday,April,2014,4/16/2014,650
3221,Georgia,Tuesday,July,2014,7/8/2014,1222
3222,Indiana,Thursday,October,2014,10/16/2014,334
3223,California,Tuesday,January,2014,1/28/2014,826
3224,Alaska,Sunday,August,2014,8/24/2014,569
3225,Illinois,Monday,March,2014,3/31/2014,1550
3226,Ohio,Monday,June,2014,6/23/2014,527
3227,Missouri,Tuesday,August,2014,8/5/2014,1181
3228,New York,Sunday,February,2014,2/16/2014,783
3229,Iowa,Wednesday,July,2014,7/16/2014,1144
3230,Oklahoma,Tuesday,February,2014,2/25/2014,490
3231,Alaska,Saturday,August,2014,8/2/2014,624
3232,Delaware,Sunday,August,2014,8/31/2014,618
3233,California,Tuesday,March,2014,3/25/2014,627
3234,Georgia,Friday,March,2014,3/21/2014,1526
3235,Missouri,Saturday,May,2014,5/31/2014,1179
3236,Washington,Thursday,March,2014,3/20/2014,1085
3237,Nevada,Saturday,January,2014,1/25/2014,571
3238,Kansas,Wednesday,July,2014,7/30/2014,1033
3239,Georgia,Friday,November,2014,11/7/2014,1151
3240,Louisiana,Saturday,November,2014,11/29/2014,1346
3241,Kansas,Saturday,April,2014,4/5/2014,1125
3242,Alaska,Monday,October,2014,10/6/2014,522
3243,Alaska,Saturday,February,2014,2/22/2014,641
3244,Delaware,Tuesday,April,2014,4/1/2014,895
3245,Nebraska,Thursday,April,2014,4/17/2014,537
3246,Texas,Monday,December,2014,12/15/2014,1336
3247,Oregon,Monday,June,2014,6/30/2014,821
3248,Oklahoma,Monday,August,2014,8/4/2014,671
3249,New York,Wednesday,April,2014,4/9/2014,930
3250,New York,Tuesday,January,2014,1/7/2014,931
3251,Indiana,Saturday,September,2014,9/20/2014,598
3252,California,Thursday,January,2014,1/2/2014,752
3253,California,Monday,August,2014,8/4/2014,673
3254,Washington,Saturday,July,2014,7/5/2014,784
3255,Oregon,Monday,January,2014,1/20/2014,862
3256,New York,Thursday,April,2014,4/24/2014,825
3257,Oregon,Thursday,January,2014,1/2/2014,817
3258,Arkansas,Friday,March,2014,3/28/2014,1496
3259,Oklahoma,Sunday,March,2014,3/2/2014,704
3260,Indiana,Friday,March,2014,3/28/2014,571
3261,Maine,Tuesday,July,2014,7/1/2014,393
3262,Iowa,Sunday,October,2014,10/26/2014,1208
3263,Kansas,Tuesday,October,2014,10/21/2014,1180
3264,Maine,Tuesday,April,2014,4/8/2014,428
3265,Arkansas,Sunday,June,2014,6/22/2014,1285
3266,Iowa,Sunday,September,2014,9/14/2014,1221
3267,Montana,Sunday,October,2014,10/5/2014,756
3268,Oregon,Sunday,May,2014,5/4/2014,604
3269,Georgia,Wednesday,September,2014,9/3/2014,1155
3270,Oregon,Wednesday,April,2014,4/2/2014,811
3271,Alaska,Tuesday,March,2014,3/18/2014,670
3272,Arkansas,Tuesday,November,2014,11/25/2014,1239
3273,Oregon,Wednesday,April,2014,4/9/2014,931
3274,Arkansas,Sunday,November,2014,11/16/2014,1285
3275,Florida,Wednesday,November,2014,11/26/2014,913
3276,Oregon,Friday,March,2014,3/7/2014,744
3277,Missouri,Wednesday,June,2014,6/4/2014,1029
3278,Nebraska,Wednesday,January,2014,1/29/2014,781
3279,Montana,Thursday,June,2014,6/26/2014,773
3280,Louisiana,Thursday,May,2014,5/22/2014,1508
3281,Oklahoma,Wednesday,April,2014,4/16/2014,608
3282,Maine,Thursday,December,2014,12/18/2014,293
3283,Oklahoma,Tuesday,January,2014,1/14/2014,514
3284,Maine,Thursday,May,2014,5/29/2014,280
3285,Kansas,Wednesday,June,2014,6/25/2014,1220
3286,Kansas,Saturday,August,2014,8/30/2014,1221
3287,New Mexico,Monday,August,2014,8/18/2014,995
3288,Maine,Saturday,November,2014,11/22/2014,307
3289,Washington,Saturday,September,2014,9/6/2014,851
3290,Florida,Friday,May,2014,5/30/2014,880
3291,Kansas,Monday,April,2014,4/21/2014,1305
3292,Nevada,Sunday,June,2014,6/1/2014,637
3293,Ohio,Tuesday,February,2014,2/11/2014,499
3294,Nevada,Monday,January,2014,1/20/2014,389
3295,Maine,Tuesday,March,2014,3/4/2014,322
3296,Indiana,Sunday,August,2014,8/17/2014,582
3297,Mississippi,Wednesday,April,2014,4/23/2014,704
3298,Georgia,Friday,May,2014,5/9/2014,1123
3299,Mississippi,Monday,February,2014,2/17/2014,668
3300,Arkansas,Monday,November,2014,11/3/2014,1344
3301,Texas,Thursday,December,2014,12/11/2014,1142
3302,New Mexico,Tuesday,September,2014,9/23/2014,1078
3303,Kansas,Tuesday,November,2014,11/4/2014,1045
3304,Maine,Thursday,May,2014,5/1/2014,358
3305,Arkansas,Monday,May,2014,5/19/2014,1408
3306,Louisiana,Tuesday,October,2014,10/14/2014,1411
3307,Maine,Monday,September,2014,9/8/2014,449
3308,Indiana,Friday,March,2014,3/21/2014,615
3309,Oklahoma,Saturday,February,2014,2/22/2014,396
3310,Mississippi,Saturday,May,2014,5/3/2014,492
3311,Missouri,Thursday,July,2014,7/31/2014,1140
3312,Idaho,Wednesday,September,2014,9/3/2014,1478
3313,Delaware,Tuesday,November,2014,11/25/2014,897
3314,New Mexico,Saturday,July,2014,7/5/2014,1377
3315,Mississippi,Saturday,May,2014,5/10/2014,668
3316,Delaware,Tuesday,July,2014,7/1/2014,989
3317,Nebraska,Tuesday,March,2014,3/18/2014,978
3318,Maine,Thursday,May,2014,5/1/2014,308
3319,California,Tuesday,February,2014,2/18/2014,649
3320,Nevada,Thursday,July,2014,7/3/2014,457
3321,Alaska,Thursday,February,2014,2/20/2014,857
3322,Florida,Tuesday,December,2014,12/16/2014,781
3323,Georgia,Tuesday,June,2014,6/24/2014,1321
3324,New Mexico,Wednesday,June,2014,6/25/2014,1091
3325,Texas,Tuesday,August,2014,8/12/2014,1145
3326,Illinois,Monday,October,2014,10/13/2014,1437
3327,Missouri,Thursday,August,2014,8/28/2014,1243
3328,California,Saturday,April,2014,4/26/2014,879
3329,Alaska,Tuesday,March,2014,3/18/2014,755
3330,Arkansas,Sunday,December,2014,12/21/2014,1228
3331,Oklahoma,Saturday,February,2014,2/15/2014,583
3332,California,Thursday,February,2014,2/13/2014,879
3333,Mississippi,Thursday,April,2014,4/24/2014,496
3334,Florida,Thursday,October,2014,10/30/2014,868
3335,Nebraska,Monday,September,2014,9/8/2014,530
3336,Idaho,Monday,July,2014,7/28/2014,1301
3337,Louisiana,Wednesday,November,2014,11/19/2014,1255
3338,Georgia,Thursday,August,2014,8/28/2014,1213
3339,Washington,Friday,September,2014,9/19/2014,905
3340,Indiana,Saturday,May,2014,5/31/2014,417
3341,Idaho,Monday,August,2014,8/11/2014,1361
3342,California,Tuesday,June,2014,6/17/2014,685
3343,Maine,Sunday,June,2014,6/22/2014,434
3344,Oklahoma,Saturday,September,2014,9/13/2014,584
3345,Indiana,Thursday,March,2014,3/6/2014,487
3346,Georgia,Sunday,October,2014,10/26/2014,1230
3347,Georgia,Saturday,September,2014,9/20/2014,1417
3348,New Mexico,Sunday,July,2014,7/20/2014,1075
3349,Delaware,Thursday,December,2014,12/11/2014,932
3350,Missouri,Saturday,December,2014,12/13/2014,1148
3351,Ohio,Saturday,August,2014,8/30/2014,580
3352,Maine,Saturday,March,2014,3/1/2014,448
3353,Ohio,Monday,June,2014,6/2/2014,502
3354,Washington,Sunday,August,2014,8/31/2014,872
3355,Alaska,Monday,April,2014,4/21/2014,651
3356,Oregon,Wednesday,May,2014,5/21/2014,752
3357,Missouri,Tuesday,August,2014,8/12/2014,1212
3358,Georgia,Sunday,November,2014,11/23/2014,1126
3359,Texas,Friday,December,2014,12/26/2014,1169
3360,Arkansas,Monday,December,2014,12/1/2014,1277
3361,Alaska,Sunday,May,2014,5/11/2014,634
3362,Illinois,Saturday,March,2014,3/15/2014,1649
3363,Nebraska,Tuesday,October,2014,10/7/2014,588
3364,Illinois,Wednesday,September,2014,9/24/2014,1450
3365,Illinois,Saturday,June,2014,6/14/2014,1327
3366,Indiana,Wednesday,October,2014,10/22/2014,503
3367,Ohio,Wednesday,November,2014,11/26/2014,674
3368,Washington,Saturday,July,2014,7/5/2014,929
3369,Idaho,Friday,May,2014,5/16/2014,1431
3370,New York,Friday,April,2014,4/25/2014,681
3371,Nebraska,Sunday,April,2014,4/20/2014,723
3372,Mississippi,Monday,March,2014,3/3/2014,699
3373,Missouri,Monday,May,2014,5/19/2014,1165
3374,California,Monday,March,2014,3/17/2014,716
3375,Missouri,Tuesday,October,2014,10/14/2014,1180
3376,Missouri,Saturday,November,2014,11/8/2014,1137
3377,Louisiana,Thursday,December,2014,12/4/2014,1239
3378,New York,Wednesday,July,2014,7/23/2014,733
3379,Illinois,Thursday,April,2014,4/24/2014,1418
3380,Nevada,Friday,April,2014,4/25/2014,594
3381,Illinois,Saturday,May,2014,5/3/2014,1595
3382,New York,Thursday,February,2014,2/27/2014,600
3383,Missouri,Tuesday,October,2014,10/14/2014,1055
3384,Indiana,Wednesday,February,2014,2/5/2014,655
3385,Georgia,Sunday,May,2014,5/11/2014,1309
3386,New Mexico,Wednesday,October,2014,10/8/2014,1151
3387,Oklahoma,Wednesday,October,2014,10/15/2014,489
3388,California,Friday,October,2014,10/3/2014,708
3389,Iowa,Friday,September,2014,9/19/2014,926
3390,California,Monday,March,2014,3/3/2014,820
3391,New Mexico,Tuesday,November,2014,11/18/2014,1174
3392,Nevada,Friday,March,2014,3/28/2014,648
3393,Delaware,Thursday,December,2014,12/4/2014,903
3394,Georgia,Monday,October,2014,10/20/2014,1323
3395,Texas,Monday,September,2014,9/8/2014,1163
3396,Arkansas,Friday,October,2014,10/17/2014,1221
3397,Arkansas,Thursday,September,2014,9/4/2014,1371
3398,Montana,Friday,September,2014,9/26/2014,829
3399,Nebraska,Thursday,April,2014,4/3/2014,705
3400,Nevada,Monday,April,2014,4/28/2014,528
3401,Mississippi,Wednesday,July,2014,7/2/2014,738
3402,Oregon,Friday,November,2014,11/21/2014,693
3403,Kansas,Monday,June,2014,6/30/2014,1303
3404,Texas,Wednesday,October,2014,10/1/2014,1215
3405,Delaware,Monday,June,2014,6/30/2014,852
3406,Arkansas,Thursday,December,2014,12/18/2014,1232
3407,Alaska,Friday,August,2014,8/8/2014,603
3408,Nevada,Monday,January,2014,1/27/2014,400
3409,Texas,Tuesday,September,2014,9/16/2014,1215
3410,Nevada,Monday,June,2014,6/2/2014,489
3411,New York,Sunday,January,2014,1/5/2014,795
3412,Nebraska,Wednesday,November,2014,11/19/2014,656
3413,Indiana,Tuesday,July,2014,7/15/2014,477
3414,Mississippi,Wednesday,August,2014,8/20/2014,707
3415,New Mexico,Saturday,November,2014,11/29/2014,1135
3416,Ohio,Thursday,August,2014,8/21/2014,478
3417,Florida,Tuesday,November,2014,11/25/2014,875
3418,Kansas,Saturday,May,2014,5/10/2014,1303
3419,California,Wednesday,November,2014,11/5/2014,542
3420,Idaho,Wednesday,September,2014,9/17/2014,1273
3421,Iowa,Friday,June,2014,6/20/2014,1366
3422,Texas,Monday,December,2014,12/15/2014,982
3423,Alaska,Wednesday,May,2014,5/14/2014,586
3424,Iowa,Friday,October,2014,10/17/2014,1148
3425,Iowa,Friday,November,2014,11/21/2014,1257
3426,Washington,Saturday,June,2014,6/14/2014,1044
3427,Kansas,Tuesday,June,2014,6/10/2014,1270
3428,Nevada,Sunday,February,2014,2/16/2014,396
3429,Oklahoma,Sunday,February,2014,2/9/2014,653
3430,Kansas,Tuesday,September,2014,9/16/2014,1176
3431,Nebraska,Sunday,August,2014,8/10/2014,490
3432,Ohio,Monday,February,2014,2/10/2014,649
3433,Missouri,Monday,November,2014,11/3/2014,1251
3434,Oregon,Thursday,August,2014,8/21/2014,827
3435,Missouri,Thursday,November,2014,11/6/2014,1210
3436,Georgia,Tuesday,December,2014,12/2/2014,1158
3437,Texas,Tuesday,November,2014,11/4/2014,1155
3438,Kansas,Monday,August,2014,8/18/2014,1029
3439,Texas,Thursday,December,2014,12/18/2014,1149
3440,Oklahoma,Thursday,July,2014,7/10/2014,657
3441,Oklahoma,Monday,January,2014,1/27/2014,490
3442,Nebraska,Wednesday,January,2014,1/8/2014,707
3443,Oregon,Thursday,December,2014,12/18/2014,653
3444,Oklahoma,Tuesday,October,2014,10/21/2014,529
3445,California,Saturday,August,2014,8/23/2014,472
3446,Ohio,Wednesday,July,2014,7/9/2014,603
3447,Texas,Saturday,December,2014,12/6/2014,1051
3448,Kansas,Sunday,August,2014,8/31/2014,946
3449,Indiana,Sunday,February,2014,2/23/2014,743
3450,Missouri,Saturday,July,2014,7/5/2014,1197
3451,Oregon,Thursday,July,2014,7/31/2014,609
3452,Montana,Saturday,November,2014,11/8/2014,954
3453,New Mexico,Saturday,June,2014,6/28/2014,1251
3454,Oklahoma,Wednesday,July,2014,7/9/2014,569
3455,Texas,Monday,April,2014,4/14/2014,1253
3456,Texas,Wednesday,October,2014,10/15/2014,1140
3457,Oregon,Wednesday,June,2014,6/25/2014,739
3458,Louisiana,Monday,November,2014,11/17/2014,1395
3459,Louisiana,Saturday,July,2014,7/19/2014,1415
3460,Oregon,Wednesday,January,2014,1/15/2014,837
3461,Illinois,Friday,October,2014,10/31/2014,1315
3462,California,Tuesday,January,2014,1/14/2014,632
3463,Oregon,Sunday,February,2014,2/9/2014,731
3464,California,Monday,July,2014,7/21/2014,604
3465,Washington,Saturday,September,2014,9/13/2014,885
3466,Kansas,Friday,August,2014,8/29/2014,1177
3467,Indiana,Thursday,November,2014,11/20/2014,523
3468,Kansas,Friday,June,2014,6/6/2014,1235
3469,California,Friday,January,2014,1/17/2014,638
3470,Arkansas,Saturday,September,2014,9/20/2014,1204
3471,Washington,Sunday,November,2014,11/23/2014,853
3472,Louisiana,Saturday,May,2014,5/31/2014,1398
3473,Alaska,Wednesday,February,2014,2/19/2014,504
3474,Washington,Tuesday,December,2014,12/9/2014,818
3475,Maine,Friday,January,2014,1/10/2014,280
3476,New Mexico,Tuesday,July,2014,7/15/2014,1198
3477,Indiana,Tuesday,September,2014,9/30/2014,536
3478,Nebraska,Sunday,January,2014,1/12/2014,871
3479,Delaware,Tuesday,April,2014,4/29/2014,1007
3480,Kansas,Monday,November,2014,11/17/2014,1201
3481,California,Friday,May,2014,5/9/2014,617
3482,Oklahoma,Sunday,January,2014,1/19/2014,470
3483,Washington,Monday,March,2014,3/24/2014,1021
3484,Georgia,Tuesday,December,2014,12/2/2014,1235
3485,Mississippi,Tuesday,January,2014,1/14/2014,904
3486,Montana,Monday,October,2014,10/6/2014,822
3487,California,Thursday,January,2014,1/2/2014,608
3488,Maine,Sunday,June,2014,6/29/2014,358
3489,Iowa,Tuesday,December,2014,12/9/2014,1045
3490,Montana,Thursday,May,2014,5/22/2014,993
3491,Kansas,Monday,October,2014,10/20/2014,1027
3492,Washington,Saturday,November,2014,11/8/2014,918
3493,Texas,Wednesday,October,2014,10/8/2014,1192
3494,Indiana,Friday,January,2014,1/10/2014,646
3495,Indiana,Thursday,October,2014,10/2/2014,549
3496,Oklahoma,Monday,July,2014,7/28/2014,495
3497,Missouri,Saturday,September,2014,9/20/2014,1218
3498,Louisiana,Saturday,November,2014,11/15/2014,1326
3499,New York,Tuesday,June,2014,6/24/2014,666
3500,California,Saturday,August,2014,8/2/2014,570
3501,Kansas,Monday,October,2014,10/27/2014,961
3502,Nebraska,Saturday,May,2014,5/3/2014,575
3503,Alaska,Monday,January,2014,1/6/2014,806
3504,Oklahoma,Sunday,April,2014,4/13/2014,470
3505,Indiana,Friday,July,2014,7/18/2014,761
3506,Oregon,Saturday,May,2014,5/31/2014,706
3507,Oregon,Sunday,February,2014,2/2/2014,945
3508,Florida,Friday,July,2014,7/11/2014,939
3509,Indiana,Friday,October,2014,10/17/2014,717
3510,Nebraska,Thursday,June,2014,6/19/2014,815
3511,California,Monday,January,2014,1/13/2014,571
3512,Nevada,Sunday,February,2014,2/23/2014,512
3513,Missouri,Thursday,October,2014,10/2/2014,1141
3514,Oklahoma,Wednesday,May,2014,5/14/2014,416
3515,Montana,Monday,September,2014,9/22/2014,845
3516,Alaska,Sunday,February,2014,2/23/2014,746
3517,Illinois,Friday,October,2014,10/17/2014,1371
3518,New Mexico,Monday,September,2014,9/22/2014,988
3519,Florida,Friday,September,2014,9/12/2014,1001
3520,Louisiana,Tuesday,February,2014,2/18/2014,1536
3521,Illinois,Thursday,November,2014,11/13/2014,1228
3522,Texas,Thursday,July,2014,7/17/2014,1338
3523,Alaska,Saturday,January,2014,1/11/2014,743
3524,Idaho,Monday,November,2014,11/3/2014,1448
3525,Oregon,Friday,August,2014,8/15/2014,644
3526,Montana,Friday,November,2014,11/21/2014,828
3527,Missouri,Monday,October,2014,10/6/2014,1037
3528,Alaska,Thursday,January,2014,1/9/2014,805
3529,Montana,Tuesday,April,2014,4/22/2014,969
3530,Oregon,Sunday,February,2014,2/9/2014,871
3531,Texas,Saturday,September,2014,9/13/2014,1226
3532,New Mexico,Friday,April,2014,4/18/2014,1223
3533,New Mexico,Wednesday,August,2014,8/13/2014,1258
3534,Arkansas,Sunday,September,2014,9/14/2014,1237
3535,Nebraska,Saturday,March,2014,3/22/2014,780
3536,Kansas,Thursday,September,2014,9/25/2014,1155
3537,New Mexico,Tuesday,September,2014,9/2/2014,1146
3538,Florida,Tuesday,September,2014,9/16/2014,856
3539,Delaware,Wednesday,November,2014,11/19/2014,898
3540,New Mexico,Monday,May,2014,5/19/2014,1176
3541,Washington,Thursday,September,2014,9/11/2014,770
3542,New Mexico,Tuesday,July,2014,7/29/2014,997
3543,Florida,Tuesday,November,2014,11/11/2014,818
3544,Mississippi,Thursday,April,2014,4/3/2014,546
3545,New York,Tuesday,May,2014,5/6/2014,803
3546,Illinois,Wednesday,June,2014,6/18/2014,1291
3547,Nebraska,Saturday,January,2014,1/18/2014,761
3548,Delaware,Wednesday,July,2014,7/23/2014,905
3549,Washington,Saturday,July,2014,7/5/2014,906
3550,New York,Sunday,May,2014,5/11/2014,632
3551,Iowa,Tuesday,July,2014,7/1/2014,1115
3552,Alaska,Wednesday,October,2014,10/15/2014,618
3553,Missouri,Tuesday,May,2014,5/6/2014,1278
3554,Idaho,Friday,September,2014,9/12/2014,1371
3555,Indiana,Thursday,May,2014,5/1/2014,497
3556,Montana,Saturday,December,2014,12/6/2014,854
3557,Georgia,Monday,March,2014,3/24/2014,1342
3558,Washington,Sunday,April,2014,4/27/2014,929
3559,Oregon,Thursday,February,2014,2/20/2014,819
3560,Idaho,Wednesday,August,2014,8/13/2014,1356
3561,Nevada,Thursday,February,2014,2/13/2014,391
3562,Idaho,Saturday,June,2014,6/14/2014,1303
3563,Iowa,Thursday,August,2014,8/21/2014,1072
3564,Maine,Monday,March,2014,3/24/2014,336
3565,Missouri,Tuesday,October,2014,10/7/2014,1104
3566,Illinois,Wednesday,October,2014,10/22/2014,1307
3567,Mississippi,Sunday,July,2014,7/13/2014,424
3568,Nevada,Wednesday,March,2014,3/19/2014,562
3569,Georgia,Saturday,February,2014,2/15/2014,1355
3570,Oklahoma,Thursday,February,2014,2/6/2014,738
3571,Oklahoma,Friday,June,2014,6/20/2014,600
3572,Oregon,Monday,June,2014,6/9/2014,704
3573,Maine,Sunday,November,2014,11/30/2014,242
3574,Texas,Sunday,March,2014,3/30/2014,1533
3575,Florida,Friday,August,2014,8/8/2014,967
3576,Washington,Friday,October,2014,10/31/2014,933
3577,New York,Thursday,March,2014,3/6/2014,845
3578,New York,Saturday,March,2014,3/15/2014,641
3579,Iowa,Monday,December,2014,12/1/2014,945
3580,Louisiana,Wednesday,September,2014,9/24/2014,1503
3581,Kansas,Tuesday,November,2014,11/25/2014,1046
3582,Illinois,Thursday,October,2014,10/16/2014,1417
3583,Georgia,Wednesday,March,2014,3/5/2014,1511
3584,Texas,Tuesday,October,2014,10/7/2014,1097
3585,Ohio,Saturday,June,2014,6/28/2014,646
3586,Alaska,Tuesday,March,2014,3/4/2014,660
3587,Mississippi,Wednesday,January,2014,1/22/2014,685
